bibtex_key;title;author;journal;year;source;pages;volume;abstract;keywords;descargado;doi;url;affiliation;author_keywords;;publisher;issn;language;note;selection_criteria;created_at;updated_at;created_by;updated_by;status;comments
yang_different_2016;"Different Types of Monetary Policy Instruments and Regional Housing
Prices: A Comparative Study on the Influences of Regulation in China";Yang, Gang and Wang, Hongwei and Wang, Zhengzheng;J. Shanghai Jiaotong Univ. (Sci.);2016;;343--349;21;Using system clustering method to group China’s provinces into 3 new groups according to their housing prices, then establishing a state-space model and applying the Kalman filter calculation, we made a comparative analysis of the influences of different types of monetary policy instruments towards different regional housing prices. The empirical results show that both the quantitative instruments represented by M2 and the pricing instruments represented by real interest rate have increasing influences on different regional housing prices, but the former influence is much stronger than the latter. The influential differences of quantitative instruments to regional housing prices are much greater. It means the higher the regional housing price is, the greater the influence is. Therefore, the central bank shall optimize the combination of monetary policy instruments according to the above characteristics of different types of monetary policy instruments in order to acquire the regulatory target of real estate market.;: monetary policy, quantitative instruments, pricing instruments, regional housing price, state-space model;SI;10.1007/s12204-016-1731-2;http://link.springer.com/10.1007/s12204-016-1731-2;;;;;1007-1172, 1995-8188;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
mondal_urban_2017;"Urban expansion and wetland shrinkage estimation using a GIS-based model
in the East Kolkata Wetland, India";Mondal, Biswajit and Dolui, Gour and Pramanik, Malay and Maity, Santu and Biswas, Sumantra Sarathi and Pal, Raghunath;Ecological Indicators;2017;;62--73;83;The usefulness and need for wetland ecosystems are in general, manifold. Nonetheless, their current situation in many parts of the world is truly a matter of concern, both in terms of biodiversity as well as human well-being. While policy development and decision-making are vital, there is also a great need to understand the wetlands transition process, taking into account measures for their conservation. In an attempt towards such an understanding, this study analyses the eco-social transformation of the East Kolkata Wetland (EKW). As a primary step to examine the patterns and drivers of wetland change in the EKW, land cover changes have been quantified. In addition, the significance of the driving factors has been adjudged and modelled using Wetland Shrinkage Monitoring (WSM) model. The outcome shows that wetland shrinkage largely determined by proximity forces of urban growth. While the Markov transition indicates that 46% out of 38 km2 wetland tends to alter to other classes, wetland transition 2025 points out that almost 9 km2 area is at critical risk. In addition to these findings, the study ascertains that a decent functioning of the local authorities and a comprehensive land use planning are indispensable to curb wetland degradation.;East Kolkata wetland SimWeight Urban growth Wetland shrinkage monitoring (WSM) model Wetland transition;SI;10.1016/j.ecolind.2017.07.037;https://linkinghub.elsevier.com/retrieve/pii/S1470160X17304508;;;;;1470160X;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
liu_cost_2017;"Cost estimation of building individual cooperative housing
with crowdfunding model: case of Beijing, China
";Liu, Jiajia and Li, Xiuting and Wu, Di and Dong, Jichang;J Intell Manuf;2017;;749--757;28;"The crowdfunding model is to quickly gather
petty cash funds from the mass and to organize and develop
construction projects spontaneously, and it might help the
housing buyers to reduce the expense that originally paid to
real estate developers in general develop models and probably cut down the housing price. This paper aims to estimate
the building costs of individual cooperative housing with
crowdfunding model. A reference cost model of commercial
building is firstly constructed and estimated, according to
which the costs of housing projects can be estimated and the
sales price can also be decomposed into different parts. And
then the reference cost of eight typical housing construction
projects in major districts of Beijing in China, is calculated
using the constructed model and compared with the corresponding sales prices. The results indicate that the proportion of total construction cost is 10–15% of sales prices and
building housing with crowdfunding model can save about
20–30% of expense. And the spread of the individual cooperative hosing with crowdfunding model is expected to impose
downwards pressure on housing price and help to solve the
housing problems of medium-income and low-income families in major cities in China. Therefore, it is considerable to
support the development of individual cooperative housing
with crowdfunding model.";"Crowdfunding model · Individual cooperative
housing · Housing price · Reference cost theory ·
Clustering analysis";SI;10.1007/s10845-014-1005-5;http://link.springer.com/10.1007/s10845-014-1005-5;;;;;0956-5515, 1572-8145;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
luo_determining_2010;"Determining optimal levels of engineering characteristics in quality function
deployment under multi-segment market";Luo, X.G. and Kwong, C.K. and Tang, J.F.;Computers \& Industrial Engineering;2010;;126--135;59;"Customers often have various requirements and preferences on a product. A product market can be partitioned into several market segments, each of which contains a number of customers with homogeneous
preferences. In this paper, a methodology which mainly involves a market survey, fuzzy clustering, quality function deployment (QFD) and fuzzy optimization, is proposed to achieve the optimal target settings
of engineering characteristics (ECs) of a new product under a multi-segment market. An integrated optimization model for partitioned market segments based on QFD technology is established to maximize the
overall customer satisfaction (OCS) for the market considering the weights of importance of different segments. The weights of importance of market segments and development costs in the model are expressed
as triangular fuzzy numbers in order to describe the imprecision caused by human subjective judgement.
The solving approach for the fuzzy optimization model is provided. Finally, a case study is provided for
illustrating the proposed methodology.";"Quality function deployment
New product design
Customer requirements
Engineering characteristics
Fuzzy optimization";Si;10.1016/j.cie.2010.03.009;https://linkinghub.elsevier.com/retrieve/pii/S036083521000080X;;;;;03608352;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
renigier-bilozor_forced_2018;Forced sale discount on property market – How to assess it?;Renigier-Bi?ozor, Ma?gorzata and Walacik, Marek and ?róbek, Sabina and d’Amato, Maurizio;Land Use Policy;2018;;104--115;78;"The aim of the article is to reduce the gap in the lack of tools dedicated to determining forced sale value. It is
focused on the development of a methodology that takes into account the procedures used in property valuation
with the use of automated valuation methods based on rough set theory and fuzzy logic. The authors propose an
alternative method serving as an alternative to individual/human valuation, which may not be objective and
reliable for such purpose. The method gives more accurate results than hedonic models in the face of qualitatively and quantitatively ambiguous, imprecise and vague data, which is commonly found in the real estate
market, especially regarding not typical/market sales. The methodology was verified on the basis of data collected on two property markets: city of Bari (Italy) and city of Olsztyn (Poland). The achieved results indicated
that value regarding forced sale is about 22% lower in the case of Olsztyn when compared to average market
value of the used sample, whereas in the case of Bari – about 45% lower";Real estate valuation Forced sale value AVM Rough set theory Valued tolerance relation;Si;10.1016/j.landusepol.2018.06.026;https://linkinghub.elsevier.com/retrieve/pii/S026483771830084X;;;;;02648377;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
nijkamp_soft_1982;Soft econometrics as a tool for regional discrepancy analysis;Nijkamp, P. and Rietveld, P.;Papers of the Regional Science Association;1982;;1--21;49;Libro;;SI;10.1007/BF01939873;http://link.springer.com/10.1007/BF01939873;;;;;1056-8190, 1435-5957;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
brunner_data_1989;Data utilization through case-wise analysis: Some key interactions;Brunner, Ronald D. and Kathlene, Lyn;Knowledge in Society;1989;;16--38;2;Libro;;SI;10.1007/BF02687219;http://link.springer.com/10.1007/BF02687219;;;;;0897-1986, 1874-6314;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
schaerer_kauko_2009;"Kauko Tom and d’Amato Maurizio (Eds.):
Mass Appraisal Methods. An international perspective
for property valuers, 2008, Wiley-Blackwell,
pp. 319, ISBN: 978-1-4051-8097-9";Schaerer, Caroline;J Hous and the Built Environ;2009;;495--497;24;Libro;;SI;10.1007/s10901-009-9156-y;http://link.springer.com/10.1007/s10901-009-9156-y;;;;;1566-4910, 1573-7772;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
aderibigbe_investigation_2018;"Investigation of Florida Housing Prices using Predictive Time
Series Model";Aderibigbe, Temilola and Chi, Hongmei;;2018;;1--4;;"In the ever-changing1
real estate market, there are certain factors
that have a huge impact on the fluctuating of house prices, and
there are relationships between those factors. The only way to
understand the behavior of the changes would be to explore
historical data of those factors that impact the housing prices
most. Many research papers have studied to predict the trends of
house prices, in various countries, using various statistical models,
and machine learning methods. Florida housing prices not only
depend on various economics indexes but also impact by other
natural disasters factors such as hurricane etc. which will be
considered in future research. This project will involve the study
of the housing market in Florida; we will be considering various
factors such as the number of sales, employment rate, interest rate,
GDP, inflation rate, hurricane strikes etc. Dataset from 1985 to
2016 will use in our analysis and case study and the time series is
adopted. The prediction of this model is promising. ";"MAD, outlier detection, Florida housing, time series
";SI;10.1145/3219104.3229253;https://dl.acm.org/doi/10.1145/3219104.3229253;;;;ACM;;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
stanghellini_gaps_2017;"Gaps and Overlaps of Urban Housing
Sub-market: Hard Clustering and Fuzzy
Clustering Approaches";Gabrielli, Laura and Giuffrida, Salvatore and Trovato, Maria Rosa;;2017;;203--219;;"It has long been argued that the housing market is spatially subdivided
within an urban area. The argument has important implications for explaining how
the housing market works and describing the distinctiveness of each housing
submarkets, having determined, a priori, its segmentation. The most commonly
used method for identifying housing submarkets is based on cluster analysis,
although hedonic analysis has been extensively used. The hedonic analysis is used
to derive dimensionality of the housing market by estimating what attributes are
significant factors influencing housing price. Those attributes or variables can then
be used for cluster analysis. The paper proposes an analysis of the real estate market
in San Cristoforo, Catania, trying to integrate two different clustering analysis
approaches to defining its possible submarkets articulation. The first one is a hard
clustering approach using the K-means method and hypothesizing different numbers of clusters. The second one can be considered a verification of the previous
results: a fuzzy algorithm is applied to obtain the fuzzy set membership degree of
each data point to housing submarkets defined within the examined urban area. The
comparison between the results coming from the two different approaches suggests
some reflections about the use of these powerful techniques for integrating the
knowledge of the complex and multi-layered real estate markets in the urban
recovery policies.";Keywords Real estate market analysis  Market segmentation  Urban renewal  Fuzzy clustering  Cluster analysis  Knowledge discovery;SI;10.1007/978-3-319-49676-4_15;http://link.springer.com/10.1007/978-3-319-49676-4_15;;;;Springer International Publishing;;;Series Title: Green Energy and Technology;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
feng_calibrating_2017;Calibrating nonparametric cellular automata with a generalized additive model to simulate dynamic urban growth;Feng, Yongjiu and Tong, Xiaohua;Environ Earth Sci;2017;;496;76;"Abstract Understanding factors that drive urban growth is
essential to cellular automata (CA) based urban modeling.
Multicollinearity among correlated factors may cause
negative effects when building CA transition rules, leading
to a decrease in simulation accuracy. We use a nonparametric generalized additive model (GAM) to evaluate these
relationships through flexible smooth functions to capture
the dynamics of urban growth. A GAM-based CA (termed
GAM-CA) model was then developed to simulate the rapid
urban growth in Shanghai, China from 2000 to 2015. GAM
highlights the significance of each candidate factor driving
urban growth during the past 15 years. Compared to
logistic regression, the GAM-CA transition rules fitted the
observed data better and yielded improved overall accuracy
and hence more realistic urban growth patterns. The new
CA model has great potential for capturing key driving
factors to simulate dynamic urban growth, and can predict
future scenarios under various spatial constraints and
conditions.";"Keywords Urban growth  Cellular automata
Nonparametric transition rules  Generalized additive
model  Shanghai";SI;10.1007/s12665-017-6828-x;http://link.springer.com/10.1007/s12665-017-6828-x;;;;;1866-6280, 1866-6299;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
zhuang_effects_2014;"Effects of land and building usage on
population, land price and passengers in
station areas: A case study in Fukuoka, Japan";Zhuang, Xinyu and Zhao, Shichen;Frontiers of Architectural Research;2014;;199--212;3;"This study uses multiple regression to investigate the effects of land and building use on population,
land price, and passengers. Initially, we abstract annual data on land and buildings usage within a
radius of 0 m–400 m for railway stations and 400 m–800 m for subway stations in Fukuoka, Japan by
using the GIS. We then analyze the relationships between 13 factors of land use and 8 factors of
building usage, as well as the related population, land price, and passengers using the quantitative
expression method. Using several categories of land use and building usage as explanatory variables,
we analyze the degree to which the selected categories affect population, land price, and passengers
by using the multiple regression method. This research can aid the further development of land and
building usage in the future.";"KEYWORDS
Railway and subway
stations;
Multiple regression
method;
Population;
Land price;
Passengers";SI;10.1016/j.foar.2014.01.004;https://linkinghub.elsevier.com/retrieve/pii/S2095263514000053;;;;;20952635;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
montes_web_2015;A web tool to support decision making in the housing market using hesitant fuzzy linguistic term sets;Montes, R. and Sánchez, A.M. and Villar, P. and Herrera, F.;Applied Soft Computing;2015;;949--957;35;In this paper we present a linguistic multiple-expert multi-criteria decision making model and a web tool to support it, that is centred on the housing market. The web tool is integrated with the usual catalogue of resources for rental or for sale, enriched with the possibility of ranking a subset of properties according to the client’s preferences and the internal knowledge associated to the properties. Usually the description of a property is quantitative, thought in our case we add qualitative information corresponding to assessments made by housing agents. These agents are considered experts in the market conditions. We apply the 2-tuple linguistic representation model to keep accuracy in the processes of Computing with Words and the hesitant fuzzy linguistic term sets to qualify in situations of uncertainty and hesitation in the assessments. The software helps the agents in the process of the elicitation of the linguistic expression based on the fuzzy linguistic approach and the use of context-free grammars, and the web clients in the decision of visiting a property;Hesitant fuzzy linguistic term set Linguistic 2-tuples Multicriteria decision making Web services Housing market;SI;10.1016/j.asoc.2015.01.030;https://linkinghub.elsevier.com/retrieve/pii/S1568494615000496;;;;;15684946;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
pearsall_contested_2014;"The contested nature of vacant land in Philadelphia and approaches
for resolving competing objectives for redevelopment";Pearsall, Hamil and Lucas, Susan and Lenhardt, Julia;Cities;2014;;163--174;40;to support it, that is centred on the housing market. The web tool is integrated with the usual catalogue;"Keywords:
Vacant land
Philadelphia
Multi-criteria evaluations
Multi-objective land allocation";SI;10.1016/j.cities.2013.04.008;https://linkinghub.elsevier.com/retrieve/pii/S0264275113000498;;;;;02642751;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
kazemzadeh_integration_2009;Integration of marketing research techniques into house of quality and product family design;Kazemzadeh, R. B. and Behzadian, Majid and Aghdasi, Mohammad and Albadvi, Amir;Int J Adv Manuf Technol;2009;;1019--1033;41;of resources for rental or for sale, enriched with the possibility of ranking a subset of properties according;"Keywords QFD . HOQ . Two-stage cluster analysis.
Conjoint analysis. Benefit segmentation . Product family";SI;10.1007/s00170-008-1533-2;http://link.springer.com/10.1007/s00170-008-1533-2;;;;;0268-3768, 1433-3015;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
liu_examining_2018;"Examining the relationship between neighborhood environment and
residential locations of juvenile and adult migrant burglars in China";Liu, Lin and Feng, Jiaxin and Ren, Fang and Xiao, Luzi;Cities;2018;;10--18;82;to the client’s preferences and the internal knowledge associated to the properties. Usually the description of a property is quantitative, thought in our case we add qualitative information corresponding to;Burglar Migrant Age Social disorganization theory Residential location Neighborhood environment;SI;10.1016/j.cities.2018.04.014;https://linkinghub.elsevier.com/retrieve/pii/S0264275117310661;;;;;02642751;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
bae_simulation_2018;"SIMULATION FRAMEWORK FOR SELF-EVOLVING AGENT-BASED MODELS:
A CASE STUDY OF HOUSING MARKET MODEL
";Bae, Jang Won and Paik, Euihyun and Kang, Dong-oh and Jung, Junyoung and Lee, Chun-Hee;;2018;;1120--1131;;assessments made by housing agents. These agents are considered experts in the market conditions.;;SI;10.1109/WSC.2018.8632276;https://ieeexplore.ieee.org/document/8632276/;;;;IEEE;;;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
chan_bridging_2019;"Bridging the gap between sustainable housing and affordable housing: The
required critical success criteria (CSC)";Chan, Albert P.C. and Adabre, Michael Atafo;Building and Environment;2019;;112--125;151;We apply the 2-tuple linguistic representation model to keep accuracy in the processes of Computing;Keywords: Critical success criteria Affordable housing Sustainable housing Affordability;SI;10.1016/j.buildenv.2019.01.029;https://linkinghub.elsevier.com/retrieve/pii/S0360132319300356;;;;;03601323;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
quattrone_who_2016;Who Benefits from the “Sharing” Economy of Airbnb?;Quattrone, Giovanni and Proserpio, Davide and Quercia, Daniele and Capra, Licia and Musolesi, Mirco;;2016;;1385--1394;;with Words and the hesitant fuzzy linguistic term sets to qualify in situations of uncertainty and hesitation in the assessments. The software helps the agents in the process of the elicitation of the linguistic;Sharing economy, regulation, policy;SI;10.1145/2872427.2874815;https://dl.acm.org/doi/10.1145/2872427.2874815;;;;International World Wide Web Conferences Steering Committee;;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
